time,power,soc,current,voltage,output,loss,temp,warning
55.5,0.0,43.67708122482853,-4.0482494391144374e-14,365.4400555874538,-1.4793925000618588e-11,2.4336745522543747e-28,60,
55.6,-30000.0,43.79778308827619,-78.21480751408228,383.5590849545796,-29999.999999999975,740.4436027218007,60,
55.7,-30000.0,43.918341463583346,-78.12182719903625,384.01559558466295,-30000.000000000025,738.2249120452574,60,
55.8,-30000.0,44.03875717667077,-78.02938208065832,384.47055711641144,-30000.000000000036,736.0211406858523,60,
55.9,-30000.0,44.15903104685904,-77.9374678819983,384.9239757881499,-30000.000000000025,733.8321425044466,60,
56.0,-30000.0,44.27916388693715,-77.84608037061236,385.37585781037353,-30000.00000000002,731.6577731805777,60,
56.1,-30000.0,44.39915650323033,-77.75521535798019,385.82620936591684,-30000.00000000002,729.497890185385,60,
56.2,0.0,44.39915650323033,5.618937819576737e-14,368.31814733249047,2.0695567676829673e-11,4.59665256116074e-28,60,
56.3,0.0,44.39915650323033,4.370284970781907e-14,368.3287976276248,1.6097018085781792e-11,2.7806910555167934e-28,60,
56.4,0.0,44.39915650323033,2.1851424853909535e-14,368.33941626361315,8.048741075217246e-12,6.951727638792478e-29,60,
56.5,0.0,44.39915650323033,6.867590668371568e-14,368.35000333456577,2.5296770455950997e-11,6.866604443215425e-28,60,
56.6,0.0,44.39915650323033,6.55542745617286e-14,368.36055893431313,2.4147609218091773e-11,6.256554874913229e-28,60,
56.7,0.0,44.39915650323033,5.618937819576737e-14,368.3710831564067,2.0698542107859808e-11,4.59665256116074e-28,60,
56.8,0.0,44.39915650323033,-4.058121758583199e-14,368.3815760941201,-1.4949372894087213e-11,2.397636675420092e-28,60,
56.9,0.0,44.39915650323033,7.804080304967691e-14,368.39203784044923,2.874961047017562e-11,8.866999539276117e-28,60,
57.0,0.0,44.39915650323033,1.2486528487948306e-14,368.40246848811404,4.600067917807314e-12,2.269951882054687e-29,60,
57.1,0.0,44.39915650323033,-5.931101031775446e-14,368.4128681295586,-2.1850939422825762e-11,5.121578933885888e-28,60,
57.2,0.0,44.39915650323033,-9.36489636596123e-14,368.4232368569522,-3.450245431977345e-11,1.2768479336557612e-27,60,
57.3,0.0,44.39915650323033,8.116243517166399e-14,368.4335747621901,2.990296612670067e-11,9.590546701680367e-28,60,
57.4,0.0,44.39915650323033,2.8094689097883687e-14,368.4438819368947,1.0351316313034419e-11,1.149163140290185e-28,60,
57.5,0.0,44.39915650323033,-2.8094689097883687e-14,368.4541584724156,-1.0351605029104882e-11,1.149163140290185e-28,60,
57.6,0.0,44.39915650323033,3.1216321219870765e-15,368.46440445983114,1.1502103207706471e-12,1.4187199262841794e-30,60,
57.7,0.0,44.39915650323033,-7.179753880570275e-14,368.4746199899489,-2.6455570827644932e-11,7.505028410043306e-28,60,
57.8,0.0,44.39915650323033,9.052733153762522e-14,368.4848051533063,3.335794612269059e-11,1.19314345800491e-27,60,
57.9,0.0,44.39915650323033,-3.433795334185784e-14,368.494960040172,-1.2653362744569193e-11,1.7166511108038563e-28,60,
58.0,0.0,44.39915650323033,-1.2486528487948306e-14,368.50508474054595,-4.601349238566632e-12,2.269951882054687e-29,60,
58.1,0.0,44.39915650323033,-9.36489636596123e-14,368.51517934416086,-3.4511064638416826e-11,1.2768479336557612e-27,60,
58.2,0.0,44.39915650323033,-1.8729792731922458e-14,368.5252439404825,-6.9024014354864e-12,5.107391734623044e-29,60,
58.3,0.0,44.39915650323033,-4.9946113951793225e-14,368.53527861871083,-1.8406905021145998e-11,3.6319230112872405e-28,60,
58.4,0.0,44.39915650323033,-1.2486528487948306e-14,368.54528346778056,-4.601851181119426e-12,2.269951882054687e-29,60,
58.5,0.0,44.39915650323033,5.618937819576737e-14,368.555258576362,2.0708890810186042e-11,4.59665256116074e-28,60,
58.6,0.0,44.39915650323033,3.7459585463844915e-14,368.56520403286214,1.3806299759468438e-11,2.042956693849218e-28,60,
58.7,0.0,44.39915650323033,6.55542745617286e-14,368.57511992542476,2.416167460821334e-11,6.256554874913229e-28,60,
58.8,0.0,44.39915650323033,4.9946113951793225e-14,368.585006341932,1.8409388727676565e-11,3.6319230112872405e-28,60,
58.9,0.0,44.39915650323033,-2.1851424853909535e-14,368.59486337000453,-8.054322958466706e-12,6.951727638792478e-29,60,
59.0,0.0,44.39915650323033,2.4973056975896612e-14,368.6046910970026,9.205185952348217e-12,9.079807528218748e-29,60,
59.1,0.0,44.39915650323033,2.6533873036890148e-14,368.61448961002685,9.780770066870514e-12,1.0250251467403192e-28,60,
59.2,0.0,44.39915650323033,-2.965550515887723e-14,368.6242589959189,-1.0931738614340769e-11,1.280394733471472e-28,60,
